year,t,country_name,iso3,j,k,description_short,historical_partner_import_v,forecast_partner_import_v,latest_alg_export_v,market_penetration,rca,global_demand_rank,predicted_growth_abs,predicted_growth_pct,forecast_horizon,model,is_hydrocarbon,forecast_scope,series_id
2025,2025,Canada,CAN,124,848180,"Taps, cocks, valves and similar appliances: for pipes, boile",2278854.371,2282307.1830187542,0.14,6.143437763360265e-08,0.006752332649583884,0.9906663207550369,3452.8120187544264,0.15151525532714377,2,random_forest,False,non_hydrocarbon_diversification,124__848180
2026,2026,Canada,CAN,124,848180,"Taps, cocks, valves and similar appliances: for pipes, boile",2278854.371,2281423.223161721,0.14,6.143437763360265e-08,0.006752332649583884,0.9906663207550369,2568.8521617213264,0.11272559556291747,3,random_forest,False,non_hydrocarbon_diversification,124__848180
2024,2024,Canada,CAN,124,851712,Telephones for cellular networks or for other wireless netwo,6844306.716,7454718.612386678,0.0,0.0,0.0006325295349067288,0.9993268288381778,610411.8963866783,8.91853509369638,1,random_forest,False,non_hydrocarbon_diversification,124__851712
2025,2025,Canada,CAN,124,851712,Telephones for cellular networks or for other wireless netwo,6844306.716,8103909.961650143,0.0,0.0,0.0006325295349067288,0.9993268288381778,1259603.2456501434,18.40366450418648,2,random_forest,False,non_hydrocarbon_diversification,124__851712
2026,2026,Canada,CAN,124,851712,Telephones for cellular networks or for other wireless netwo,6844306.716,8958370.181471122,0.0,0.0,0.0006325295349067288,0.9993268288381778,2114063.4654711224,30.887912438655864,3,random_forest,False,non_hydrocarbon_diversification,124__851712
2024,2024,Canada,CAN,124,851762,Communication apparatus (excluding telephone sets or base st,4874407.175,5139707.109897262,0.03,6.154594584109605e-09,0.0011653840293270972,0.9975947272215496,265299.9348972626,5.442711808277744,1,random_forest,False,non_hydrocarbon_diversification,124__851762
2025,2025,Canada,CAN,124,851762,Communication apparatus (excluding telephone sets or base st,4874407.175,5394118.332506093,0.03,6.154594584109605e-09,0.0011653840293270972,0.9975947272215496,519711.1575060934,10.662038250961121,2,random_forest,False,non_hydrocarbon_diversification,124__851762
2026,2026,Canada,CAN,124,851762,Communication apparatus (excluding telephone sets or base st,4874407.175,5476518.999916837,0.03,6.154594584109605e-09,0.0011653840293270972,0.9975947272215496,602111.8249168368,12.35251392220505,3,random_forest,False,non_hydrocarbon_diversification,124__851762
2024,2024,Canada,CAN,124,852872,"Reception apparatus for television, whether or not incorpora",1002955.0909999999,746015.9205706373,0.0,0.0,0.00451394308869337,0.986432294581057,-256939.17042936257,-25.61821289258131,1,random_forest,False,non_hydrocarbon_diversification,124__852872
2025,2025,Canada,CAN,124,852872,"Reception apparatus for television, whether or not incorpora",1002955.0909999999,564701.5401591819,0.0,0.0,0.00451394308869337,0.986432294581057,-438253.550840818,-43.69622875176352,2,random_forest,False,non_hydrocarbon_diversification,124__852872
2026,2026,Canada,CAN,124,852872,"Reception apparatus for television, whether or not incorpora",1002955.0909999999,582525.7737228782,0.0,0.0,0.00451394308869337,0.986432294581057,-420429.3172771217,-41.9190570993494,3,random_forest,False,non_hydrocarbon_diversification,124__852872
2024,2024,Canada,CAN,124,853710,"Boards, panels, consoles, desks and other bases: for electri",2151096.0500000003,2585436.4726172355,0.0,0.0,0.0034796814384586484,0.9935531567827506,434340.4226172352,20.191586638692176,1,random_forest,False,non_hydrocarbon_diversification,124__853710
2025,2025,Canada,CAN,124,853710,"Boards, panels, consoles, desks and other bases: for electri",2151096.0500000003,2971087.2379490635,0.0,0.0,0.0034796814384586484,0.9935531567827506,819991.1879490633,38.119691956529,2,random_forest,False,non_hydrocarbon_diversification,124__853710
2026,2026,Canada,CAN,124,853710,"Boards, panels, consoles, desks and other bases: for electri",2151096.0500000003,3301281.329137569,0.0,0.0,0.0034796814384586484,0.9935531567827506,1150185.2791375685,53.46973135567649,3,random_forest,False,non_hydrocarbon_diversification,124__853710
2024,2024,Canada,CAN,124,870323,Vehicles: spark-ignition internal combustion reciprocating p,14689628.831,15976324.501445895,0.0,0.0,0.0001679715272888296,0.9983645501622732,1286695.6704458948,8.759211585595269,1,random_forest,False,non_hydrocarbon_diversification,124__870323
2025,2025,Canada,CAN,124,870323,Vehicles: spark-ignition internal combustion reciprocating p,14689628.831,18552525.45966206,0.0,0.0,0.0001679715272888296,0.9983645501622732,3862896.628662061,26.296761293995836,2,random_forest,False,non_hydrocarbon_diversification,124__870323
2026,2026,Canada,CAN,124,870323,Vehicles: spark-ignition internal combustion reciprocating p,14689628.831,22614575.112465423,0.0,0.0,0.0001679715272888296,0.9983645501622732,7924946.281465422,53.94926156841452,3,random_forest,False,non_hydrocarbon_diversification,124__870323
2024,2024,Canada,CAN,124,870324,Vehicles: spark-ignition internal combustion reciprocating p,8410198.392,9255074.728223465,0.0,0.0,1.9715719827969783e-05,0.9950928026641979,844876.3362234645,10.045855006549344,1,random_forest,False,non_hydrocarbon_diversification,124__870324
2025,2025,Canada,CAN,124,870324,Vehicles: spark-ignition internal combustion reciprocating p,8410198.392,9679509.078031886,0.0,0.0,1.9715719827969783e-05,0.9950928026641979,1269310.6860318854,15.092517760809146,2,random_forest,False,non_hydrocarbon_diversification,124__870324
2026,2026,Canada,CAN,124,870324,Vehicles: spark-ignition internal combustion reciprocating p,8410198.392,10629046.678304818,0.0,0.0,1.9715719827969783e-05,0.9950928026641979,2218848.2863048166,26.382829308942853,3,random_forest,False,non_hydrocarbon_diversification,124__870324
2024,2024,Canada,CAN,124,870390,Vehicles: for transport of persons (other than those of head,11028497.599,14591814.251282694,0.0,0.0,,0.9987494616326351,3563316.6522826944,32.310082314437786,1,random_forest,False,non_hydrocarbon_diversification,124__870390
2025,2025,Canada,CAN,124,870390,Vehicles: for transport of persons (other than those of head,11028497.599,18604805.081681203,0.0,0.0,,0.9987494616326351,7576307.482681204,68.69754846179755,2,random_forest,False,non_hydrocarbon_diversification,124__870390
2026,2026,Canada,CAN,124,870390,Vehicles: for transport of persons (other than those of head,11028497.599,24889015.053418204,0.0,0.0,,0.9987494616326351,13860517.454418205,125.67910841885659,3,random_forest,False,non_hydrocarbon_diversification,124__870390
2024,2024,Canada,CAN,124,870421,Vehicles: compression-ignition internal combustion piston en,2257247.517,2711762.593000888,0.0,0.0,5.4398730230638e-05,0.9933607010475697,454515.0760008879,20.135810210346904,1,random_forest,False,non_hydrocarbon_diversification,124__870421
2025,2025,Canada,CAN,124,870421,Vehicles: compression-ignition internal combustion piston en,2257247.517,3626324.6901367665,0.0,0.0,5.4398730230638e-05,0.9933607010475697,1369077.1731367665,60.65250544416776,2,random_forest,False,non_hydrocarbon_diversification,124__870421
2026,2026,Canada,CAN,124,870421,Vehicles: compression-ignition internal combustion piston en,2257247.517,5258505.257629445,0.0,0.0,5.4398730230638e-05,0.9933607010475697,3001257.740629445,132.96094991914194,3,random_forest,False,non_hydrocarbon_diversification,124__870421
2024,2024,Canada,CAN,124,870829,"Vehicles: parts and accessories, of bodies, other than safet",4946300.660999999,5437068.538779924,0.421,8.511411433588146e-08,0.002668926277810602,0.9939380682531124,490767.8777799243,9.921917639367786,1,random_forest,False,non_hydrocarbon_diversification,124__870829
2025,2025,Canada,CAN,124,870829,"Vehicles: parts and accessories, of bodies, other than safet",4946300.660999999,5683244.0733132735,0.421,8.511411433588146e-08,0.002668926277810602,0.9939380682531124,736943.4123132741,14.898880250524144,2,random_forest,False,non_hydrocarbon_diversification,124__870829
