j,k,iso3,country_name,description_short,series_id,t,actual,model,prediction
392,841112,JPN,Japan,Turbo-jets: of a thrust exceeding 25kN,392__841112,2022,3144466.034,simple_exponential_smoothing,2108016.13646875
392,841112,JPN,Japan,Turbo-jets: of a thrust exceeding 25kN,392__841112,2023,3897125.83,naive_last_value,3144466.034
392,841112,JPN,Japan,Turbo-jets: of a thrust exceeding 25kN,392__841112,2023,3897125.83,moving_average_3,2344168.9713333333
392,841112,JPN,Japan,Turbo-jets: of a thrust exceeding 25kN,392__841112,2023,3897125.83,trend_adjusted_naive,2921618.820627919
392,841112,JPN,Japan,Turbo-jets: of a thrust exceeding 25kN,392__841112,2023,3897125.83,simple_exponential_smoothing,2626241.0852343747
392,841191,JPN,Japan,Turbines: parts of turbo-jets and turbo-propellers,392__841191,2022,2356796.904,naive_last_value,2001687.959
392,841191,JPN,Japan,Turbines: parts of turbo-jets and turbo-propellers,392__841191,2022,2356796.904,moving_average_3,2743049.5856666667
392,841191,JPN,Japan,Turbines: parts of turbo-jets and turbo-propellers,392__841191,2022,2356796.904,trend_adjusted_naive,1601350.3672000002
392,841191,JPN,Japan,Turbines: parts of turbo-jets and turbo-propellers,392__841191,2022,2356796.904,simple_exponential_smoothing,2541203.69853125
392,841191,JPN,Japan,Turbines: parts of turbo-jets and turbo-propellers,392__841191,2023,3242154.682,naive_last_value,2356796.904
392,841191,JPN,Japan,Turbines: parts of turbo-jets and turbo-propellers,392__841191,2023,3242154.682,moving_average_3,2322431.337
392,841191,JPN,Japan,Turbines: parts of turbo-jets and turbo-propellers,392__841191,2023,3242154.682,trend_adjusted_naive,1885437.5232000002
392,841191,JPN,Japan,Turbines: parts of turbo-jets and turbo-propellers,392__841191,2023,3242154.682,simple_exponential_smoothing,2449000.3012656253
392,844399,JPN,Japan,"Printing machinery: parts and accessories, n.e.c. in item no",392__844399,2022,1808834.0949999997,naive_last_value,1749070.195
392,844399,JPN,Japan,"Printing machinery: parts and accessories, n.e.c. in item no",392__844399,2022,1808834.0949999997,moving_average_3,1756541.919
392,844399,JPN,Japan,"Printing machinery: parts and accessories, n.e.c. in item no",392__844399,2022,1808834.0949999997,trend_adjusted_naive,1867652.7622911248
392,844399,JPN,Japan,"Printing machinery: parts and accessories, n.e.c. in item no",392__844399,2022,1808834.0949999997,simple_exponential_smoothing,1743995.6052363282
392,844399,JPN,Japan,"Printing machinery: parts and accessories, n.e.c. in item no",392__844399,2023,1615105.8,naive_last_value,1808834.0949999997
392,844399,JPN,Japan,"Printing machinery: parts and accessories, n.e.c. in item no",392__844399,2023,1615105.8,moving_average_3,1731973.687
392,844399,JPN,Japan,"Printing machinery: parts and accessories, n.e.c. in item no",392__844399,2023,1615105.8,trend_adjusted_naive,1870640.0649829083
392,844399,JPN,Japan,"Printing machinery: parts and accessories, n.e.c. in item no",392__844399,2023,1615105.8,simple_exponential_smoothing,1776414.850118164
392,847130,JPN,Japan,"Automatic data processing machines: portable, weighing not m",392__847130,2022,8767148.429999998,naive_last_value,9759464.77
392,847130,JPN,Japan,"Automatic data processing machines: portable, weighing not m",392__847130,2022,8767148.429999998,moving_average_3,9695381.591666667
392,847130,JPN,Japan,"Automatic data processing machines: portable, weighing not m",392__847130,2022,8767148.429999998,trend_adjusted_naive,11403653.759391857
392,847130,JPN,Japan,"Automatic data processing machines: portable, weighing not m",392__847130,2022,8767148.429999998,simple_exponential_smoothing,9552936.864708984
392,847130,JPN,Japan,"Automatic data processing machines: portable, weighing not m",392__847130,2023,7350653.011999999,naive_last_value,8767148.429999998
392,847130,JPN,Japan,"Automatic data processing machines: portable, weighing not m",392__847130,2023,7350653.011999999,moving_average_3,9904209.857666666
392,847130,JPN,Japan,"Automatic data processing machines: portable, weighing not m",392__847130,2023,7350653.011999999,trend_adjusted_naive,7875728.167995777
392,847130,JPN,Japan,"Automatic data processing machines: portable, weighing not m",392__847130,2023,7350653.011999999,simple_exponential_smoothing,9160042.647354491
392,847150,JPN,Japan,Units of automatic data processing machines: processing unit,392__847150,2022,4354916.21,naive_last_value,4180448.414
392,847150,JPN,Japan,Units of automatic data processing machines: processing unit,392__847150,2022,4354916.21,moving_average_3,4153448.5343333334
392,847150,JPN,Japan,Units of automatic data processing machines: processing unit,392__847150,2022,4354916.21,trend_adjusted_naive,4518348.742947942
392,847150,JPN,Japan,Units of automatic data processing machines: processing unit,392__847150,2022,4354916.21,simple_exponential_smoothing,4082260.429556641
392,847150,JPN,Japan,Units of automatic data processing machines: processing unit,392__847150,2023,3729203.015,naive_last_value,4354916.21
392,847150,JPN,Japan,Units of automatic data processing machines: processing unit,392__847150,2023,3729203.015,moving_average_3,4115126.0586666665
392,847150,JPN,Japan,Units of automatic data processing machines: processing unit,392__847150,2023,3729203.015,trend_adjusted_naive,4536665.285142008
392,847150,JPN,Japan,Units of automatic data processing machines: processing unit,392__847150,2023,3729203.015,simple_exponential_smoothing,4218588.31977832
392,847170,JPN,Japan,Units of automatic data processing machines: storage units,392__847170,2022,1978716.626,naive_last_value,2111111.224
392,847170,JPN,Japan,Units of automatic data processing machines: storage units,392__847170,2022,1978716.626,moving_average_3,2205726.700333333
392,847170,JPN,Japan,Units of automatic data processing machines: storage units,392__847170,2022,1978716.626,trend_adjusted_naive,2104798.2122367355
392,847170,JPN,Japan,Units of automatic data processing machines: storage units,392__847170,2022,1978716.626,simple_exponential_smoothing,2176163.843316406
392,847170,JPN,Japan,Units of automatic data processing machines: storage units,392__847170,2023,1825732.6779999998,naive_last_value,1978716.626
392,847170,JPN,Japan,Units of automatic data processing machines: storage units,392__847170,2023,1825732.6779999998,moving_average_3,2058864.186
392,847170,JPN,Japan,Units of automatic data processing machines: storage units,392__847170,2023,1825732.6779999998,trend_adjusted_naive,1854624.9205147629
392,847170,JPN,Japan,Units of automatic data processing machines: storage units,392__847170,2023,1825732.6779999998,simple_exponential_smoothing,2077440.234658203
392,848180,JPN,Japan,"Taps, cocks, valves and similar appliances: for pipes, boile",392__848180,2022,1273649.172,naive_last_value,1142813.314
392,848180,JPN,Japan,"Taps, cocks, valves and similar appliances: for pipes, boile",392__848180,2022,1273649.172,moving_average_3,1203129.3440000003
392,848180,JPN,Japan,"Taps, cocks, valves and similar appliances: for pipes, boile",392__848180,2022,1273649.172,trend_adjusted_naive,1100235.8532310184
392,848180,JPN,Japan,"Taps, cocks, valves and similar appliances: for pipes, boile",392__848180,2022,1273649.172,simple_exponential_smoothing,1186106.2206445313
392,848180,JPN,Japan,"Taps, cocks, valves and similar appliances: for pipes, boile",392__848180,2023,1242562.67,naive_last_value,1273649.172
392,848180,JPN,Japan,"Taps, cocks, valves and similar appliances: for pipes, boile",392__848180,2023,1242562.67,moving_average_3,1201166.9813333333
392,848180,JPN,Japan,"Taps, cocks, valves and similar appliances: for pipes, boile",392__848180,2023,1242562.67,trend_adjusted_naive,1226197.1980074432
392,848180,JPN,Japan,"Taps, cocks, valves and similar appliances: for pipes, boile",392__848180,2023,1242562.67,simple_exponential_smoothing,1229877.6963222655
392,848620,JPN,Japan,Machines and apparatus of a kind used solely or principally ,392__848620,2022,3108017.634,naive_last_value,2393280.935
392,848620,JPN,Japan,Machines and apparatus of a kind used solely or principally ,392__848620,2022,3108017.634,moving_average_3,2351723.3570000003
392,848620,JPN,Japan,Machines and apparatus of a kind used solely or principally ,392__848620,2022,3108017.634,trend_adjusted_naive,2098403.429135751
392,848620,JPN,Japan,Machines and apparatus of a kind used solely or principally ,392__848620,2022,3108017.634,simple_exponential_smoothing,2521437.1931914063
392,848620,JPN,Japan,Machines and apparatus of a kind used solely or principally ,392__848620,2023,2773623.6319999998,naive_last_value,3108017.634
392,848620,JPN,Japan,Machines and apparatus of a kind used solely or principally ,392__848620,2023,2773623.6319999998,moving_average_3,2743631.5273333336
392,848620,JPN,Japan,Machines and apparatus of a kind used solely or principally ,392__848620,2023,2773623.6319999998,trend_adjusted_naive,4036205.4750814107
392,848620,JPN,Japan,Machines and apparatus of a kind used solely or principally ,392__848620,2023,2773623.6319999998,simple_exponential_smoothing,2814727.4135957034
392,850440,JPN,Japan,Electrical static converters,392__850440,2022,2931475.478,naive_last_value,2566492.658
392,850440,JPN,Japan,Electrical static converters,392__850440,2022,2931475.478,moving_average_3,2277670.6023333333
392,850440,JPN,Japan,Electrical static converters,392__850440,2022,2931475.478,trend_adjusted_naive,2731148.9566798536
392,850440,JPN,Japan,Electrical static converters,392__850440,2022,2931475.478,simple_exponential_smoothing,2340886.660521484
392,850440,JPN,Japan,Electrical static converters,392__850440,2023,2950670.068,naive_last_value,2931475.478
392,850440,JPN,Japan,Electrical static converters,392__850440,2023,2950670.068,moving_average_3,2565843.890666667
392,850440,JPN,Japan,Electrical static converters,392__850440,2023,2950670.068,trend_adjusted_naive,3348362.7749054446
392,850440,JPN,Japan,Electrical static converters,392__850440,2023,2950670.068,simple_exponential_smoothing,2636181.069260742
392,851712,JPN,Japan,Telephones for cellular networks or for other wireless netwo,392__851712,2022,18225321.91,naive_last_value,17909267.724
392,851712,JPN,Japan,Telephones for cellular networks or for other wireless netwo,392__851712,2022,18225321.91,moving_average_3,15920849.593666667
392,851712,JPN,Japan,Telephones for cellular networks or for other wireless netwo,392__851712,2022,18225321.91,trend_adjusted_naive,16872308.12332988
392,851712,JPN,Japan,Telephones for cellular networks or for other wireless netwo,392__851712,2022,18225321.91,simple_exponential_smoothing,16556845.765429687
392,851712,JPN,Japan,Telephones for cellular networks or for other wireless netwo,392__851712,2023,18657505.512000002,naive_last_value,18225321.91
392,851712,JPN,Japan,Telephones for cellular networks or for other wireless netwo,392__851712,2023,18657505.512000002,moving_average_3,16872071.71866667
392,851712,JPN,Japan,Telephones for cellular networks or for other wireless netwo,392__851712,2023,18657505.512000002,trend_adjusted_naive,18546953.669021275
392,851712,JPN,Japan,Telephones for cellular networks or for other wireless netwo,392__851712,2023,18657505.512000002,simple_exponential_smoothing,17391083.837714843
392,851762,JPN,Japan,Communication apparatus (excluding telephone sets or base st,392__851762,2022,7160182.755,naive_last_value,7304496.506
392,851762,JPN,Japan,Communication apparatus (excluding telephone sets or base st,392__851762,2022,7160182.755,moving_average_3,6818396.268333334
392,851762,JPN,Japan,Communication apparatus (excluding telephone sets or base st,392__851762,2022,7160182.755,trend_adjusted_naive,7970738.109284557
392,851762,JPN,Japan,Communication apparatus (excluding telephone sets or base st,392__851762,2022,7160182.755,simple_exponential_smoothing,6845341.031023437
392,851762,JPN,Japan,Communication apparatus (excluding telephone sets or base st,392__851762,2023,6638292.001,naive_last_value,7160182.755
392,851762,JPN,Japan,Communication apparatus (excluding telephone sets or base st,392__851762,2023,6638292.001,moving_average_3,7108938.134666666
392,851762,JPN,Japan,Communication apparatus (excluding telephone sets or base st,392__851762,2023,6638292.001,trend_adjusted_naive,7621757.488931306
392,851762,JPN,Japan,Communication apparatus (excluding telephone sets or base st,392__851762,2023,6638292.001,simple_exponential_smoothing,7002761.893011719
392,851770,JPN,Japan,Telephone sets and other apparatus for the transmission or r,392__851770,2022,1373689.73,naive_last_value,1942178.273
392,851770,JPN,Japan,Telephone sets and other apparatus for the transmission or r,392__851770,2022,1373689.73,moving_average_3,1879720.6836666667
392,851770,JPN,Japan,Telephone sets and other apparatus for the transmission or r,392__851770,2022,1373689.73,trend_adjusted_naive,1993674.091773919
392,851770,JPN,Japan,Telephone sets and other apparatus for the transmission or r,392__851770,2022,1373689.73,simple_exponential_smoothing,1987157.6916601565
392,851770,JPN,Japan,Telephone sets and other apparatus for the transmission or r,392__851770,2023,1099842.331,naive_last_value,1373689.73
392,851770,JPN,Japan,Telephone sets and other apparatus for the transmission or r,392__851770,2023,1099842.331,moving_average_3,1735960.1913333333
392,851770,JPN,Japan,Telephone sets and other apparatus for the transmission or r,392__851770,2023,1099842.331,trend_adjusted_naive,1410112.3789252224
392,851770,JPN,Japan,Telephone sets and other apparatus for the transmission or r,392__851770,2023,1099842.331,simple_exponential_smoothing,1680423.7108300782
392,852872,JPN,Japan,"Reception apparatus for television, whether or not incorpora",392__852872,2022,1995809.443,naive_last_value,2582311.5760000004
392,852872,JPN,Japan,"Reception apparatus for television, whether or not incorpora",392__852872,2022,1995809.443,moving_average_3,2326939.623666667
392,852872,JPN,Japan,"Reception apparatus for television, whether or not incorpora",392__852872,2022,1995809.443,trend_adjusted_naive,2832515.8341851784
392,852872,JPN,Japan,"Reception apparatus for television, whether or not incorpora",392__852872,2022,1995809.443,simple_exponential_smoothing,2356104.1274433597
392,852872,JPN,Japan,"Reception apparatus for television, whether or not incorpora",392__852872,2023,1598302.9819999998,naive_last_value,1995809.443
392,852872,JPN,Japan,"Reception apparatus for television, whether or not incorpora",392__852872,2023,1598302.9819999998,moving_average_3,2314881.344666667
392,852872,JPN,Japan,"Reception apparatus for television, whether or not incorpora",392__852872,2023,1598302.9819999998,trend_adjusted_naive,2177794.9318397027
392,852872,JPN,Japan,"Reception apparatus for television, whether or not incorpora",392__852872,2023,1598302.9819999998,simple_exponential_smoothing,2175956.78522168
392,852990,JPN,Japan,Reception and transmission apparatus: for use with the appar,392__852990,2022,1974710.4759999998,naive_last_value,2798333.718
392,852990,JPN,Japan,Reception and transmission apparatus: for use with the appar,392__852990,2022,1974710.4759999998,moving_average_3,2791751.099
392,852990,JPN,Japan,Reception and transmission apparatus: for use with the appar,392__852990,2022,1974710.4759999998,trend_adjusted_naive,2933206.705472059
392,852990,JPN,Japan,Reception and transmission apparatus: for use with the appar,392__852990,2022,1974710.4759999998,simple_exponential_smoothing,2780529.196966797
392,852990,JPN,Japan,Reception and transmission apparatus: for use with the appar,392__852990,2023,1800014.473,naive_last_value,1974710.4759999998
392,852990,JPN,Japan,Reception and transmission apparatus: for use with the appar,392__852990,2023,1800014.473,moving_average_3,2480902.1916666664
392,852990,JPN,Japan,Reception and transmission apparatus: for use with the appar,392__852990,2023,1800014.473,trend_adjusted_naive,1813327.7904584634
392,852990,JPN,Japan,Reception and transmission apparatus: for use with the appar,392__852990,2023,1800014.473,simple_exponential_smoothing,2377619.8364833985
392,854140,JPN,Japan,"Electrical apparatus: photosensitive, including photovoltaic",392__854140,2022,3011741.77,naive_last_value,3104231.818
392,854140,JPN,Japan,"Electrical apparatus: photosensitive, including photovoltaic",392__854140,2022,3011741.77,moving_average_3,3249385.083666667
392,854140,JPN,Japan,"Electrical apparatus: photosensitive, including photovoltaic",392__854140,2022,3011741.77,trend_adjusted_naive,2994039.610631902
392,854140,JPN,Japan,"Electrical apparatus: photosensitive, including photovoltaic",392__854140,2022,3011741.77,simple_exponential_smoothing,3302275.1615703125
392,854140,JPN,Japan,"Electrical apparatus: photosensitive, including photovoltaic",392__854140,2023,2372461.764,naive_last_value,3011741.77
392,854140,JPN,Japan,"Electrical apparatus: photosensitive, including photovoltaic",392__854140,2023,2372461.764,moving_average_3,3079780.5356666665
392,854140,JPN,Japan,"Electrical apparatus: photosensitive, including photovoltaic",392__854140,2023,2372461.764,trend_adjusted_naive,2922007.446920233
392,854140,JPN,Japan,"Electrical apparatus: photosensitive, including photovoltaic",392__854140,2023,2372461.764,simple_exponential_smoothing,3157008.465785156
392,854231,JPN,Japan,"Electronic integrated circuits: processors and controllers, ",392__854231,2022,12381317.86,naive_last_value,7864248.722
392,854231,JPN,Japan,"Electronic integrated circuits: processors and controllers, ",392__854231,2022,12381317.86,moving_average_3,7088509.567333333
392,854231,JPN,Japan,"Electronic integrated circuits: processors and controllers, ",392__854231,2022,12381317.86,trend_adjusted_naive,8469410.06443404
392,854231,JPN,Japan,"Electronic integrated circuits: processors and controllers, ",392__854231,2022,12381317.86,simple_exponential_smoothing,7128356.224550782
392,854231,JPN,Japan,"Electronic integrated circuits: processors and controllers, ",392__854231,2023,11368707.235000001,naive_last_value,12381317.86
392,854231,JPN,Japan,"Electronic integrated circuits: processors and controllers, ",392__854231,2023,11368707.235000001,moving_average_3,8919304.571999999
392,854231,JPN,Japan,"Electronic integrated circuits: processors and controllers, ",392__854231,2023,11368707.235000001,trend_adjusted_naive,14951562.186976746
392,854231,JPN,Japan,"Electronic integrated circuits: processors and controllers, ",392__854231,2023,11368707.235000001,simple_exponential_smoothing,9754837.042275392
392,854232,JPN,Japan,Electronic integrated circuits: memories,392__854232,2022,3557109.532,naive_last_value,3610515.824
392,854232,JPN,Japan,Electronic integrated circuits: memories,392__854232,2022,3557109.532,moving_average_3,3131722.106666667
392,854232,JPN,Japan,Electronic integrated circuits: memories,392__854232,2022,3557109.532,trend_adjusted_naive,4168713.9764317307
392,854232,JPN,Japan,Electronic integrated circuits: memories,392__854232,2022,3557109.532,simple_exponential_smoothing,3280938.4578027343
392,854232,JPN,Japan,Electronic integrated circuits: memories,392__854232,2023,2558486.84,naive_last_value,3557109.532
392,854232,JPN,Japan,Electronic integrated circuits: memories,392__854232,2023,2558486.84,moving_average_3,3422496.4076666664
392,854232,JPN,Japan,Electronic integrated circuits: memories,392__854232,2023,2558486.84,trend_adjusted_naive,4107050.8881799416
392,854232,JPN,Japan,Electronic integrated circuits: memories,392__854232,2023,2558486.84,simple_exponential_smoothing,3419023.9949013675
392,854239,JPN,Japan,Electronic integrated circuits: n.e.c. in heading no. 8542,392__854239,2022,16756227.572,naive_last_value,12472665.847000001
392,854239,JPN,Japan,Electronic integrated circuits: n.e.c. in heading no. 8542,392__854239,2022,16756227.572,moving_average_3,9443727.429333335
392,854239,JPN,Japan,Electronic integrated circuits: n.e.c. in heading no. 8542,392__854239,2022,16756227.572,trend_adjusted_naive,13977019.922577206
392,854239,JPN,Japan,Electronic integrated circuits: n.e.c. in heading no. 8542,392__854239,2022,16756227.572,simple_exponential_smoothing,10336918.808439454
392,854239,JPN,Japan,Electronic integrated circuits: n.e.c. in heading no. 8542,392__854239,2023,15125188.875,naive_last_value,16756227.572
392,854239,JPN,Japan,Electronic integrated circuits: n.e.c. in heading no. 8542,392__854239,2023,15125188.875,moving_average_3,12536378.884666666
392,854239,JPN,Japan,Electronic integrated circuits: n.e.c. in heading no. 8542,392__854239,2023,15125188.875,trend_adjusted_naive,22510918.346472483
392,854239,JPN,Japan,Electronic integrated circuits: n.e.c. in heading no. 8542,392__854239,2023,15125188.875,simple_exponential_smoothing,13546573.190219726
392,870324,JPN,Japan,Vehicles: spark-ignition internal combustion reciprocating p,392__870324,2022,1932027.196,naive_last_value,1900315.825
392,870324,JPN,Japan,Vehicles: spark-ignition internal combustion reciprocating p,392__870324,2022,1932027.196,moving_average_3,1986392.5786666668
392,870324,JPN,Japan,Vehicles: spark-ignition internal combustion reciprocating p,392__870324,2022,1932027.196,trend_adjusted_naive,1980182.3551114218
392,870324,JPN,Japan,Vehicles: spark-ignition internal combustion reciprocating p,392__870324,2022,1932027.196,simple_exponential_smoothing,1921058.6934316405
392,870324,JPN,Japan,Vehicles: spark-ignition internal combustion reciprocating p,392__870324,2023,1864985.412,naive_last_value,1932027.196
392,870324,JPN,Japan,Vehicles: spark-ignition internal combustion reciprocating p,392__870324,2023,1864985.412,moving_average_3,1885337.8553333331
392,870324,JPN,Japan,Vehicles: spark-ignition internal combustion reciprocating p,392__870324,2023,1864985.412,trend_adjusted_naive,1964267.7480116352
392,870324,JPN,Japan,Vehicles: spark-ignition internal combustion reciprocating p,392__870324,2023,1864985.412,simple_exponential_smoothing,1926542.9447158203
392,880240,JPN,Japan,Aeroplanes and other aircraft: of an unladen weight exceedin,392__880240,2022,2028968.0,naive_last_value,3230797.0530000003
392,880240,JPN,Japan,Aeroplanes and other aircraft: of an unladen weight exceedin,392__880240,2022,2028968.0,moving_average_3,4284255.258666667
392,880240,JPN,Japan,Aeroplanes and other aircraft: of an unladen weight exceedin,392__880240,2022,2028968.0,trend_adjusted_naive,4278773.266871883
392,880240,JPN,Japan,Aeroplanes and other aircraft: of an unladen weight exceedin,392__880240,2022,2028968.0,simple_exponential_smoothing,3576159.9342851564
392,880240,JPN,Japan,Aeroplanes and other aircraft: of an unladen weight exceedin,392__880240,2023,2583418.102,naive_last_value,2028968.0
392,880240,JPN,Japan,Aeroplanes and other aircraft: of an unladen weight exceedin,392__880240,2023,2583418.102,moving_average_3,2566420.2986666667
392,880240,JPN,Japan,Aeroplanes and other aircraft: of an unladen weight exceedin,392__880240,2023,2583418.102,trend_adjusted_naive,1623174.4000000001
392,880240,JPN,Japan,Aeroplanes and other aircraft: of an unladen weight exceedin,392__880240,2023,2583418.102,simple_exponential_smoothing,2802563.967142578
392,901890,JPN,Japan,"Medical, surgical or dental instruments and appliances: n.e.",392__901890,2022,2659734.0,naive_last_value,2563523.838
392,901890,JPN,Japan,"Medical, surgical or dental instruments and appliances: n.e.",392__901890,2022,2659734.0,moving_average_3,2568825.916333333
392,901890,JPN,Japan,"Medical, surgical or dental instruments and appliances: n.e.",392__901890,2022,2659734.0,trend_adjusted_naive,2674457.283080894
392,901890,JPN,Japan,"Medical, surgical or dental instruments and appliances: n.e.",392__901890,2022,2659734.0,simple_exponential_smoothing,2519635.9884296875
392,901890,JPN,Japan,"Medical, surgical or dental instruments and appliances: n.e.",392__901890,2023,2995941.65,naive_last_value,2659734.0
392,901890,JPN,Japan,"Medical, surgical or dental instruments and appliances: n.e.",392__901890,2023,2995941.65,moving_average_3,2560149.8746666666
392,901890,JPN,Japan,"Medical, surgical or dental instruments and appliances: n.e.",392__901890,2023,2995941.65,trend_adjusted_naive,2759554.971127208
392,901890,JPN,Japan,"Medical, surgical or dental instruments and appliances: n.e.",392__901890,2023,2995941.65,simple_exponential_smoothing,2589684.994214844
392,950300,JPN,Japan,"Tricycles, scooters, pedal cars and similar wheeled toys: do",392__950300,2022,2758991.987,naive_last_value,2394437.219
392,950300,JPN,Japan,"Tricycles, scooters, pedal cars and similar wheeled toys: do",392__950300,2022,2758991.987,moving_average_3,2223427.976333333
392,950300,JPN,Japan,"Tricycles, scooters, pedal cars and similar wheeled toys: do",392__950300,2022,2758991.987,trend_adjusted_naive,2417698.2239069846
392,950300,JPN,Japan,"Tricycles, scooters, pedal cars and similar wheeled toys: do",392__950300,2022,2758991.987,simple_exponential_smoothing,2252209.555527344
392,950300,JPN,Japan,"Tricycles, scooters, pedal cars and similar wheeled toys: do",392__950300,2023,2656175.391,naive_last_value,2758991.987
392,950300,JPN,Japan,"Tricycles, scooters, pedal cars and similar wheeled toys: do",392__950300,2023,2656175.391,moving_average_3,2392719.749333333
392,950300,JPN,Japan,"Tricycles, scooters, pedal cars and similar wheeled toys: do",392__950300,2023,2656175.391,trend_adjusted_naive,3179050.477468463
392,950300,JPN,Japan,"Tricycles, scooters, pedal cars and similar wheeled toys: do",392__950300,2023,2656175.391,simple_exponential_smoothing,2505600.771263672
40,870332,AUT,Austria,Vehicles: compression-ignition internal combustion piston en,40__870332,2022,2267478.9,naive_last_value,2755576.712
40,870332,AUT,Austria,Vehicles: compression-ignition internal combustion piston en,40__870332,2022,2267478.9,moving_average_3,3055663.7723333333
40,870332,AUT,Austria,Vehicles: compression-ignition internal combustion piston en,40__870332,2022,2267478.9,trend_adjusted_naive,2394873.742521599
40,870332,AUT,Austria,Vehicles: compression-ignition internal combustion piston en,40__870332,2022,2267478.9,simple_exponential_smoothing,3076787.8113730466
40,870332,AUT,Austria,Vehicles: compression-ignition internal combustion piston en,40__870332,2023,2611591.0379999997,naive_last_value,2267478.9
40,870332,AUT,Austria,Vehicles: compression-ignition internal combustion piston en,40__870332,2023,2611591.0379999997,moving_average_3,2634951.6503333333
40,870332,AUT,Austria,Vehicles: compression-ignition internal combustion piston en,40__870332,2023,2611591.0379999997,trend_adjusted_naive,1865838.2978616238
40,870332,AUT,Austria,Vehicles: compression-ignition internal combustion piston en,40__870332,2023,2611591.0379999997,simple_exponential_smoothing,2672133.355686523
410,100199,KOR,Rep. of Korea,"Cereals: wheat and meslin, other than durum wheat, other tha",410__100199,2022,1666795.333,naive_last_value,1303005.3
410,100199,KOR,Rep. of Korea,"Cereals: wheat and meslin, other than durum wheat, other tha",410__100199,2022,1666795.333,moving_average_3,1057711.5026666666
410,100199,KOR,Rep. of Korea,"Cereals: wheat and meslin, other than durum wheat, other tha",410__100199,2022,1666795.333,trend_adjusted_naive,1298670.0203185384
410,100199,KOR,Rep. of Korea,"Cereals: wheat and meslin, other than durum wheat, other tha",410__100199,2022,1666795.333,simple_exponential_smoothing,1126274.3455019533
410,100199,KOR,Rep. of Korea,"Cereals: wheat and meslin, other than durum wheat, other tha",410__100199,2023,1607264.788,naive_last_value,1666795.333
410,100199,KOR,Rep. of Korea,"Cereals: wheat and meslin, other than durum wheat, other tha",410__100199,2023,1607264.788,moving_average_3,1301102.3666666667
410,100199,KOR,Rep. of Korea,"Cereals: wheat and meslin, other than durum wheat, other tha",410__100199,2023,1607264.788,trend_adjusted_naive,2132153.0174210197
410,100199,KOR,Rep. of Korea,"Cereals: wheat and meslin, other than durum wheat, other tha",410__100199,2023,1607264.788,simple_exponential_smoothing,1396534.8392509767
410,210690,KOR,Rep. of Korea,Food preparations: n.e.c. in item no. 2106.10,410__210690,2022,2143030.648,naive_last_value,2082905.26
410,210690,KOR,Rep. of Korea,Food preparations: n.e.c. in item no. 2106.10,410__210690,2022,2143030.648,moving_average_3,1814696.690333333
410,210690,KOR,Rep. of Korea,Food preparations: n.e.c. in item no. 2106.10,410__210690,2022,2143030.648,trend_adjusted_naive,2456681.8026053454
410,210690,KOR,Rep. of Korea,Food preparations: n.e.c. in item no. 2106.10,410__210690,2022,2143030.648,simple_exponential_smoothing,1828844.217300781
410,210690,KOR,Rep. of Korea,Food preparations: n.e.c. in item no. 2106.10,410__210690,2023,1998480.797,naive_last_value,2143030.648
410,210690,KOR,Rep. of Korea,Food preparations: n.e.c. in item no. 2106.10,410__210690,2023,1998480.797,moving_average_3,1997311.1903333336
410,210690,KOR,Rep. of Korea,Food preparations: n.e.c. in item no. 2106.10,410__210690,2023,1998480.797,trend_adjusted_naive,2372503.5152460844
410,210690,KOR,Rep. of Korea,Food preparations: n.e.c. in item no. 2106.10,410__210690,2023,1998480.797,simple_exponential_smoothing,1985937.4326503905
410,260111,KOR,Rep. of Korea,Iron ores and concentrates: non-agglomerated,410__260111,2022,7511305.853,naive_last_value,10605687.67
410,260111,KOR,Rep. of Korea,Iron ores and concentrates: non-agglomerated,410__260111,2022,7511305.853,moving_average_3,7787234.002333333
410,260111,KOR,Rep. of Korea,Iron ores and concentrates: non-agglomerated,410__260111,2022,7511305.853,trend_adjusted_naive,14299864.450156668
410,260111,KOR,Rep. of Korea,Iron ores and concentrates: non-agglomerated,410__260111,2022,7511305.853,simple_exponential_smoothing,8299099.929185547
410,260111,KOR,Rep. of Korea,Iron ores and concentrates: non-agglomerated,410__260111,2023,6954563.289,naive_last_value,7511305.853
410,260111,KOR,Rep. of Korea,Iron ores and concentrates: non-agglomerated,410__260111,2023,6954563.289,moving_average_3,8199734.188
410,260111,KOR,Rep. of Korea,Iron ores and concentrates: non-agglomerated,410__260111,2023,6954563.289,trend_adjusted_naive,7760816.9863154795
410,260111,KOR,Rep. of Korea,Iron ores and concentrates: non-agglomerated,410__260111,2023,6954563.289,simple_exponential_smoothing,7905202.8910927735
410,260300,KOR,Rep. of Korea,Copper ores and concentrates,410__260300,2022,6632897.211,naive_last_value,6050645.107
410,260300,KOR,Rep. of Korea,Copper ores and concentrates,410__260300,2022,6632897.211,moving_average_3,4634964.1926666675
410,260300,KOR,Rep. of Korea,Copper ores and concentrates,410__260300,2022,6632897.211,trend_adjusted_naive,7078050.637807225
410,260300,KOR,Rep. of Korea,Copper ores and concentrates,410__260300,2022,6632897.211,simple_exponential_smoothing,5014455.735984375
410,260300,KOR,Rep. of Korea,Copper ores and concentrates,410__260300,2023,5787989.988,naive_last_value,6632897.211
410,260300,KOR,Rep. of Korea,Copper ores and concentrates,410__260300,2023,5787989.988,moving_average_3,5639329.646000001
